sample_id,scientificName,species,catalogNumber,verbatimLatitude,verbatimLongitude,Day,Month,year,ITD,Head_width,Eye_top,Eye_bottom,Rear_Ocelli_size,Front_Ocelli_Size,Ocelli_distance,Head_Length,Eye_Length,Eye_width,L_Wing_length,R_Wing_length,significance_corrected,Area,Body_Shape_checked,Bio1,Bio4,Bio7,Bio12,Bio14,Bio15,Bio16,Bio19,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11
354,Lasioglossum (Chilalictus) lanarium,lanarium,K.360345,-32.29167,125.32167,17,9,2004,2.066,2.537,1.509,1.416,0.142,0.188,0.456,0.587,1.574,0.662,2.271,2.266,Non-significant,978978.82,-0.059318325,179.5,36.12593713,205,227,4,38.80851818,80,68,4.461851336,-0.282811732,-0.18207769,-0.45643011,-0.421247669,-0.422419465,0.206702447,0.089004342,-0.080587705,0.029576135,0.019402601
355,Lasioglossum (Chilalictus) lanarium,lanarium,K.359867,-32.55806,150.78916,16,8,2006,2.057,2.666,1.675,1.562,0.17,0.204,0.545,0.482,1.651,0.688,2.358,2.359,Non-significant,978978.82,-0.03542806,175.5416667,50.83857555,243,363,7,49.8338573,132,87,3.760707267,-0.902584471,-0.374610053,-1.100988135,-0.341625252,-0.520466201,-0.255203528,0.224111292,-0.073212109,0.04257448,-0.069419346
356,Lasioglossum (Chilalictus) lanarium,lanarium,K.264813,-32.256981,151.928255,13,12,2008,1.867,2.565,1.527,1.366,0.14,0.157,0.463,0.598,1.522,0.608,2.147,2.253,Non-significant,978978.82,-0.068191971,174.125,38.17728655,191,1194,20,66.17289482,478,166,4.661304054,-0.126605648,0.054487027,-0.623709579,-0.50922981,-0.413248522,0.174395626,0.0964511,0.018505392,0.107566527,0.083208523
357,Lasioglossum (Chilalictus) lanarium,lanarium,K.345561,-32.0128,148.917472,1,10,2009,2.106,2.635,1.51,1.264,0.158,0.214,0.383,0.601,1.672,0.732,2.251,2.211,Non-significant,978978.82,-0.030871804,175.25,56.20998577,270,499,12,67.77340595,211,104,4.381672223,-0.30387146,-0.371423839,-0.115954357,0.011501447,-0.025114572,0.164738587,0.041992161,0.06203768,-0.008090067,0.107693921
358,Megachile (Eutricharaea) maculariformis,maculariformis,HYM33814,-33.5,151.17,31,12,1930,3.541,4.662,2.712,2.428,0.221,0.301,1.194,0.988,2.839,1.224,3.507,3.509,Significant,534441.28,0.522434774,168.125,35.7445363,178,1178,8,75.88956479,506,421,-1.441058862,3.356326848,-0.315655553,-1.340627069,-0.112604876,-2.63356243,0.235261172,0.643972892,0.045234048,-0.021568227,0.163533032
359,Megachile (Eutricharaea) maculariformis,maculariformis,HYM36297,-33.727237,151.287994,31,10,1930,3.334,4.268,2.514,2.015,0.241,0.321,1.078,0.607,2.612,1.271,3.107,3.056,Significant,534441.28,0.38170554,174.5833333,32.75021204,158,1148,8,64.03959833,461,363,-0.593380402,0.430190461,-0.799339637,-2.124773356,0.545930473,-2.134867061,-0.319706167,0.640991754,0.061068996,-0.010391182,0.157165061
360,Megachile (Eutricharaea) maculariformis,maculariformis,HYM36328,-37.9,145.35,6,12,1931,3.648,4.673,2.608,2.504,0.266,0.308,0.72,0.888,2.792,1.329,3.656,3.6,Significant,534441.28,0.474707572,117.0833333,31.00324804,160,1304,22,54.681265,547,333,-0.980111936,2.080984325,-0.360764799,-0.157299875,0.301170072,-0.040918917,-0.144156704,0.038791973,0.04858649,-0.085109302,0.030964686
361,Megachile (Eutricharaea) maculariformis,maculariformis,HYM36322,-37,147.03,8,3,1932,3.356,4.638,2.72,2.54,0.241,0.306,0.752,0.888,2.771,1.304,3.541,3.543,Significant,534441.28,0.46159863,64.25,44.90336847,244,1531,3,71.79819238,610,610,-0.851433722,2.105207563,-0.392825905,-0.299334115,0.003781417,-0.355229063,0.236787154,-0.000367998,0.175613774,-0.071235024,-0.023694809
362,Megachile (Eutricharaea) maculariformis,maculariformis,HYM36300,-33.98,151.07,21,1,1933,3.724,4.631,2.619,2.414,0.278,0.346,1.204,0.782,2.862,1.317,3.603,3.622,Significant,534441.28,0.508312327,171.1666667,34.48691378,178,1043,6,63.69576562,423,162,-2.021892158,1.85922222,-0.764411637,-1.827016597,0.532743058,-2.315743655,-0.73916773,0.793038198,-0.192807609,0.048357241,0.084421581
363,Megachile (Eutricharaea) maculariformis,maculariformis,HYM36318,-33.727237,151.287994,7,1,1933,3.602,4.642,2.494,2.418,0.263,0.299,0.676,0.784,2.914,1.34,3.474,3.485,Significant,534441.28,0.437892941,170.5416667,33.68262308,173,1185,11,52.95303037,431,183,-0.695607843,1.260023431,-0.336244874,-0.336694101,0.410140161,0.179442811,-0.059690768,0.264959461,0.029891983,-0.017796173,0.082562946
364,Megachile (Eutricharaea) maculariformis,maculariformis,HYM36321,-33.727237,151.287994,7,1,1933,3.164,4.2,2.552,2.14,0.254,0.303,1.115,0.674,2.6,1.298,3.207,3.273,Significant,534441.28,0.396382215,170.5416667,33.68262308,173,1185,11,52.95303037,431,183,-0.890051969,1.008240589,-0.552665265,-2.118726393,0.549400895,-2.154279489,-0.512612385,0.5932274,-0.040950604,0.058241427,-0.001913017
365,Megachile (Eutricharaea) maculariformis,maculariformis,HYM36280,-32.929872,151.745101,8,4,1946,3.526,4.562,2.672,2.425,0.256,0.296,0.688,0.847,2.781,1.263,3.55,3.491,Significant,534441.28,0.444834039,182.7916667,43.30533952,202,936,3,106.5085386,559,130,-0.655100499,1.765129133,-0.331450909,-0.25304145,0.168170267,0.036806677,-0.055540953,0.058731481,0.265278559,-0.110718599,-0.00644143
366,Megachile (Eutricharaea) maculariformis,maculariformis,HYM36312,-37,147.03,29,1,1946,3.37,4.452,2.59,2.359,0.261,0.303,0.658,0.86,2.645,1.263,3.402,3.418,Significant,534441.28,0.422615591,58.75,44.6922346,232,1571,47,36.15219599,500,491,-0.408924035,1.851604959,-0.464561424,-0.168339822,0.339143647,0.153956,-0.150181578,-0.063734896,0.206149813,-0.054684182,-0.005439934
367,Megachile (Eutricharaea) maculariformis,maculariformis,HYM36319,-32.929872,151.745101,8,4,1946,3.665,4.638,2.744,2.466,0.245,0.299,0.701,0.859,2.812,1.294,3.658,3.444,Significant,534441.28,0.46435363,182.7916667,43.30533952,202,936,3,106.5085386,559,130,-0.755329641,1.829264544,-0.315564565,-0.226465348,0.05134374,-0.094020802,0.175021406,0.005398958,0.296815373,-0.2304977,0.004575103
368,Megachile (Eutricharaea) maculariformis,maculariformis,HYM36323,-37,147.03,17,2,1947,3.542,4.595,2.682,2.449,0.262,0.286,0.704,0.823,2.885,1.231,3.591,3.61,Significant,534441.28,0.447541638,65.125,44.59639606,221,1623,15,46.34532108,516,510,-0.797285572,1.620905114,-0.21434989,-0.358229693,0.113647652,0.054262469,-0.191898388,0.232682594,0.294781447,-0.04868825,-0.018181328
369,Megachile (Eutricharaea) maculariformis,maculariformis,HYM33812,-16.62,145.33,23,10,1949,3.526,4.562,2.672,2.425,0.256,0.296,0.688,0.847,2.781,1.263,3.55,3.491,Significant,534441.28,0.444834039,222.6666667,27.58723537,129,1566,6,119.3910295,1137,38,-0.655100499,1.765129133,-0.331450909,-0.25304145,0.168170267,0.036806677,-0.055540953,0.058731481,0.265278559,-0.110718599,-0.00644143
370,Megachile (Eutricharaea) maculariformis,maculariformis,HYM36284,-37,147.03,20,2,1949,3.628,4.831,2.747,2.565,0.27,0.322,0.657,0.847,2.94,1.359,3.688,3.615,Significant,534441.28,0.49361191,57.5,41.13190165,203,1525,31,61.7201365,533,326,-1.184908899,1.685759658,-0.480626343,-0.068695352,0.287869819,0.359335246,-0.03425329,0.021917144,0.234774632,-0.122544069,0.010950032
371,Megachile (Eutricharaea) maculariformis,maculariformis,HYM36290,-37,147.03,26,1,1949,3.259,4.259,2.439,2.302,0.226,0.285,0.668,0.804,2.671,1.197,3.256,3.27,Significant,534441.28,0.361993606,57.5,41.13190165,203,1525,31,61.7201365,533,326,0.16972716,1.413813738,-0.362715713,-0.298776619,0.037228121,-0.180148696,0.255108971,0.167201274,0.123158195,-0.03747352,0.0087967
372,Megachile (Eutricharaea) maculariformis,maculariformis,HYM33811,-16.62,145.33,23,10,1950,3.416,4.759,2.491,2.356,0.282,0.284,1.157,0.847,3.014,1.416,3.363,3.362,Significant,534441.28,0.524114485,224,21.71788817,119,1977,5,85.22181728,979,101,-1.730021833,2.378770918,-0.190985019,-1.888968074,0.846889411,-1.843412676,-0.454873766,0.922914661,-0.284281142,0.036224905,0.247904443
373,Megachile (Eutricharaea) maculariformis,maculariformis,HYM36333,-34.03,151.07,2,1,1950,3.563,4.793,2.668,2.562,0.285,0.311,0.73,0.649,2.979,1.335,3.677,3.665,Significant,534441.28,0.450872727,171.0833333,32.04933263,148,1936,36,53.15578903,665,598,-1.319175701,0.346578607,-0.454248681,-0.864546322,0.318856517,0.169679144,-0.518839276,0.358660425,0.083793331,-0.019654898,0.004608523
374,Megachile (Eutricharaea) maculariformis,maculariformis,HYM36304,-27.47,153.47,16,9,1954,3.591,4.728,2.677,2.548,0.276,0.306,0.707,0.837,2.84,1.378,3.584,3.441,Significant,534441.28,0.479262302,197.0833333,30.16056568,132,2314,61,72.64186018,963,588,-1.075103792,1.737114534,-0.415636526,-0.433466939,0.430986892,0.202492088,-0.167405602,0.047254037,0.080477494,-0.156451209,0.010137083
375,Megachile (Eutricharaea) maculariformis,maculariformis,K.202938,-34.08,151.08,18,11,1955,3.464,4.282,2.61,2.289,0.267,0.322,0.615,0.696,2.557,1.205,3.359,3.252,Significant,534441.28,0.368404067,166.875,35.58857787,161,1558,30,62.20722737,705,146,-0.171493908,0.607376632,-0.800133574,-0.484189758,0.351002738,0.33638462,-0.431288795,-0.052935157,0.307473889,-0.135636423,-0.076971069
376,Megachile (Eutricharaea) maculariformis,maculariformis,HYM36285,-34.03,151.07,9,10,1958,3.523,4.76,2.612,2.489,0.281,0.3,0.865,0.778,2.944,1.376,3.541,3.489,Significant,534441.28,0.484762027,171.375,35.79578944,161,1370,18,76.36480097,713,276,-1.374054959,1.491064612,-0.350840174,-1.064284797,0.531254611,-0.491073092,-0.38077422,0.443351493,-0.040277095,-0.046605672,0.087713747
377,Megachile (Eutricharaea) maculariformis,maculariformis,K.202974,-33.618664,151.258447,18,3,1962,3.325,4.355,2.442,2.331,0.249,0.305,0.669,0.779,2.741,1.229,3.254,3.251,Significant,534441.28,0.383185548,161.8333333,32.12951222,150,1559,11,61.87335133,651,230,-0.134504174,1.256204611,-0.574977256,-0.390386752,0.298453922,0.0246805,-0.011555529,0.242064778,0.086662261,-0.039692537,0.031170774
378,Megachile (Eutricharaea) maculariformis,maculariformis,K.202969,-33.7785,151.1952,7,7,1968,3.448,4.464,2.521,2.33,0.252,0.3,0.666,0.852,2.798,1.237,3.376,3.377,Significant,534441.28,0.421133035,172.2083333,40.64657547,178,825,11,88.572538,372,126,-0.33496913,1.777257172,-0.425012287,-0.148244019,0.290762494,0.067983844,0.011797237,0.18728808,0.20127705,-0.055114664,0.052609186
379,Megachile (Eutricharaea) maculariformis,maculariformis,HYM36281,-36.42,148.62,22,2,1969,3.387,4.41,2.482,2.331,0.251,0.303,0.668,0.816,2.77,1.233,3.315,3.314,Significant,534441.28,0.402697488,100.4583333,49.56916814,245,815,34,35.15291859,269,147,-0.241415176,1.52182009,-0.505321552,-0.269801574,0.2997791,0.047825633,-0.006624224,0.2156675,0.14383289,-0.047452852,0.041508059
380,Megachile (Eutricharaea) maculariformis,maculariformis,HYM36325,-35.83,138.05,5,1,1970,3.569,4.532,2.533,2.373,0.27,0.326,0.696,0.812,2.77,1.271,3.587,3.623,Significant,534441.28,0.436670077,144.875,23.8965871,107,550,1,58.56552826,230,222,-0.783991116,1.471120023,-0.577331181,-0.159248378,0.390228105,-0.017728849,-0.365643732,0.13731571,0.102808976,-0.00579884,0.022634675
381,Megachile (Eutricharaea) maculariformis,maculariformis,K.202277,-33.535,150.4028,7,11,1977,3.204,4.04,2.349,2.151,0.227,0.307,0.557,0.871,2.5,1.14,3.079,3,Significant,534441.28,0.334836697,125.0416667,48.38407896,237,998,9,89.86979875,546,100,0.756263857,1.80517543,-0.69541351,0.206603078,0.246890609,0.217854826,0.265017775,-0.047137157,0.21227309,-0.129099543,0.018704884
382,Megachile (Eutricharaea) maculariformis,maculariformis,K.202278,-33.535,150.4028,7,11,1977,3.382,4.26,2.461,2.294,0.252,0.322,0.64,0.696,2.613,1.206,3.365,3.329,Significant,534441.28,0.353978501,125.0416667,48.38407896,237,998,9,89.86979875,546,100,-0.081171762,0.574799546,-0.741815257,-0.397059374,0.250607371,0.065583727,-0.246397306,0.101949529,0.119209031,-0.055019754,-0.032826669
383,Megachile (Eutricharaea) maculariformis,maculariformis,K.202288,-33.444822,150.638436,28,11,1977,3.205,4.177,2.457,2.202,0.187,0.292,0.642,0.728,2.8,1.092,3.241,3.189,Significant,534441.28,0.32289541,144.5833333,46.89697633,230,1155,9,92.48415119,655,113,0.588254573,0.723800205,-0.448100522,-0.210921793,-0.385877338,-0.426912902,0.734860396,0.378812779,0.362467073,-0.094176271,0.033921362
384,Megachile (Eutricharaea) maculariformis,maculariformis,K.202289,-33.54371,150.42116,16,11,1977,3.616,4.527,2.608,2.396,0.254,0.331,0.694,0.819,2.831,1.278,3.424,3.38,Significant,534441.28,0.437845499,116.7916667,47.99629254,236,1168,11,90.1901977,634,120,-0.644065726,1.528280097,-0.713803311,-0.243974265,0.312237547,-0.059271283,0.033886723,0.163661539,0.211154384,-0.092565917,0.010559239
385,Megachile (Eutricharaea) maculariformis,maculariformis,K.202290,-33.5818,150.2346,24,12,1977,3.503,4.587,2.451,2.37,0.26,0.334,0.682,0.717,2.821,1.223,3.571,3.562,Significant,534441.28,0.409964668,116.2916667,49.38347325,242,863,12,78.09009971,392,115,-0.626794654,0.723484851,-0.708523054,-0.280028007,0.235221178,-0.031831915,-0.306596649,0.306971633,0.054510735,-0.003146548,0.118932059
386,Megachile (Eutricharaea) maculariformis,maculariformis,K.202300,-33.54371,150.42116,23,12,1977,3.273,4.203,2.486,2.199,0.239,0.281,0.586,0.77,2.5,1.226,3.216,3.191,Significant,534441.28,0.34515152,116.7916667,47.99629254,236,1168,11,90.1901977,634,120,0.385607411,1.103170956,-0.372855311,-0.262643517,0.241089255,0.25644738,0.049120455,-0.133533748,0.242670889,-0.080403973,-0.011287221
387,Megachile (Eutricharaea) maculariformis,maculariformis,K.202275,-32.7,150.23,21,11,1978,3.302,4.284,2.49,2.262,0.222,0.279,0.644,0.774,2.574,1.107,3.377,3.207,Significant,534441.28,0.352771997,109.4583333,48.3616835,234,1324,19,72.45014087,543,224,0.34502575,1.178391357,-0.35223271,-0.309191149,-0.174961439,-0.130491008,0.142510961,0.091634736,0.260709688,-0.163343254,0.074812485
388,Megachile (Eutricharaea) maculariformis,maculariformis,K.202276,-33.38,150.22,9,2,1978,3.659,4.488,2.585,2.329,0.285,0.319,0.601,0.828,2.753,1.294,3.576,3.462,Significant,534441.28,0.441014033,104.0833333,47.16143964,231,1374,23,90.37878723,684,203,-0.642716135,1.532149243,-0.552500337,0.0175773,0.608615594,0.577281186,-0.459947567,-0.017420778,0.237532539,-0.144336825,-0.016683894
389,Megachile (Eutricharaea) maculariformis,maculariformis,K.202279,-33.4764,150.2236,17,1,1979,3.416,4.436,2.491,2.391,0.283,0.325,0.623,0.774,2.746,1.189,3.326,3.451,Significant,534441.28,0.400793342,108.2083333,51.61615474,258,712,10,71.39374366,340,121,-0.47064611,1.216595481,-0.773253554,-0.242682034,0.457229512,0.506617771,-0.556730619,0.20433794,0.149943414,0.050601881,-0.00679012
390,Megachile (Eutricharaea) maculariformis,maculariformis,K.202299,-33.469181,150.581386,23,2,1979,3.73,4.726,2.63,2.319,0.297,0.329,0.657,0.8,2.923,1.163,3.48,3.669,Significant,534441.28,0.463624908,147.7916667,48.9997697,245,761,13,82.40966197,370,117,-0.955718039,1.428484735,-0.688486506,-0.184560694,0.510696024,0.460909495,-0.750855712,0.340890259,0.421908611,0.092972998,0.130333486
391,Megachile (Eutricharaea) maculariformis,maculariformis,K.202301,-33.53,150.354,8,4,1979,3.53,4.419,2.514,2.311,0.248,0.319,0.646,0.671,2.763,1.219,3.508,3.422,Significant,534441.28,0.376585152,123.125,50.49138747,253,686,11,82.09006534,346,102,-0.294422431,0.349982353,-0.623693226,-0.391668142,0.147924703,0.040670516,-0.149827862,0.214587145,0.191206628,-0.085521746,0.021662663
392,Megachile (Eutricharaea) maculariformis,maculariformis,K.202292,-33.469181,150.581386,8,4,1981,3.698,4.506,2.464,2.342,0.3,0.357,0.648,0.731,2.78,1.263,3.54,3.507,Significant,534441.28,0.426257047,146.0416667,46.20356152,224,1341,13,68.62220249,556,141,-0.855429673,0.858640453,-0.976537957,-0.234787083,0.743723547,0.413123877,-0.828242389,0.219763954,0.057406086,-0.035063442,0.032790239
393,Megachile (Eutricharaea) maculariformis,maculariformis,K.202291,-32.76,148.34,24,4,1984,3.393,4.362,2.444,2.371,0.286,0.306,0.63,0.782,2.737,1.213,3.394,3.364,Significant,534441.28,0.398458116,137.125,49.37151886,241,954,4,110.6618964,458,216,-0.404101879,1.303242666,-0.577891018,-0.311254211,0.536134481,0.512605987,-0.6060447,0.227029234,0.067361417,-0.054604871,-0.020109919
394,Megachile (Eutricharaea) maculariformis,maculariformis,K.202298,-18.6577,145.873,26,10,1984,3.491,4.545,2.524,2.424,0.268,0.311,0.656,0.743,2.662,1.239,3.507,3.525,Significant,534441.28,0.404585934,208.375,29.84971036,185,1748,8,144.6971581,1338,101,-0.533487433,0.969809848,-0.552760886,-0.375074292,0.243270452,0.221063581,-0.407171228,0.053580382,0.072237416,-0.005563015,0.042112668
395,Megachile (Eutricharaea) maculariformis,maculariformis,K.202302,-35.13,150.63,3,2,1988,3.526,4.527,2.625,2.425,0.266,0.349,0.636,0.743,2.773,1.218,3.533,3.492,Significant,534441.28,0.417454667,178.1666667,29.65308678,150,1452,13,76.40924225,659,327,-0.673326827,0.898461531,-0.915673797,-0.170172627,0.239548385,0.254150641,-0.299672804,0.099322905,0.256982454,-0.079045562,-0.022123605
396,Megachile (Eutricharaea) maculariformis,maculariformis,K.202942,-42.1506,145.3183,2,2,1989,3.556,4.151,2.532,2.288,0.248,0.309,0.624,0.677,2.369,1.13,3.332,3.527,Significant,534441.28,0.31872486,126,30.66893108,141,1808,58,38.03594992,566,471,0.131588115,0.445815756,-0.658629444,-0.433380006,-0.004945387,0.046543718,-0.431608218,-0.161637702,0.223210547,0.099684264,-0.123068189
397,Megachile (Eutricharaea) maculariformis,maculariformis,K.202943,-41,147.39,26,1,1989,3.823,4.511,2.647,2.48,0.256,0.333,0.672,0.837,2.641,1.179,3.477,3.417,Significant,534441.28,0.427506466,138.2083333,32.16847469,138,1070,27,51.43251159,397,353,-0.541216011,1.686174159,-0.814357094,-0.165219288,0.066386539,0.046664013,-0.16685128,-0.026036758,0.229318478,-0.103909711,-0.008404266
398,Megachile (Eutricharaea) maculariformis,maculariformis,K.195169,-33.7644,151.1056,16,11,1997,3.564,4.411,2.506,2.303,0.213,0.3,0.691,0.745,2.667,1.239,3.414,3.439,Significant,534441.28,0.372003589,178.0416667,39.97679448,184,890,11,57.76000017,381,193,-0.034798822,0.900920452,-0.396883432,-0.324634441,-0.129910742,-0.459596619,0.390336121,0.075844005,0.15127474,-0.014372486,0.05752643
399,Megachile (Eutricharaea) maculariformis,maculariformis,K.195170,-33.75,151.05,29,11,1997,3.543,4.622,2.582,2.411,0.281,0.325,0.579,0.695,2.808,1.276,3.444,3.622,Significant,534441.28,0.409401352,171.875,40.60486681,188,1011,11,58.1229896,425,226,-0.668560889,0.512016095,-0.664214857,-0.238616582,0.416250887,0.711425108,-0.454511403,0.080549729,0.222706439,0.089870081,0.005236321
400,Megachile (Eutricharaea) maculariformis,maculariformis,K.195171,-33.5639,151.0694,29,11,1997,3.504,4.536,2.6,2.447,0.274,0.297,0.651,0.747,2.743,1.235,3.424,3.424,Significant,534441.28,0.411714388,169.8333333,41.59694166,195,1016,12,60.42163872,442,219,-0.556423949,1.055191572,-0.476377208,-0.527116456,0.285468334,0.397389681,-0.398564677,0.131289188,0.182446827,-0.043041184,-0.005570989
401,Amegilla (Zonamegilla) pulchra,pulchra,HYM35335,-27.454162,153.02059,10,1,1930,4.734,5.747,3.063,3.129,0.286,0.392,0.67,0.726,3.504,1.631,5.04325,5.007375,Significant,633345.46,0.647071791,196.75,31.37309091,167,1402,40,71.27856867,551,343,-3.560478177,0.394363692,-0.340360822,0.620912101,-0.207429074,0.413359324,-0.135869017,-0.037932888,0.042023822,-0.045601703,-0.082583747
402,Amegilla (Zonamegilla) pulchra,pulchra,HYM35355,-27.454162,153.02059,17,9,1930,4.905,5.822,2.962,3.099,0.263,0.372,0.698,0.684,3.578,1.669,5.04325,5.007375,Significant,633345.46,0.636002478,196.75,31.37309091,167,1402,40,71.27856867,551,343,-3.410794679,0.052334347,-0.086912299,0.490296495,-0.355548841,0.120035626,0.206449077,0.09987085,-0.083277155,-0.013060104,0.028125938
403,Amegilla (Zonamegilla) pulchra,pulchra,HYM35634,-27.454162,153.02059,31,12,1930,5.425,6.405,3.553,3.484,0.284,0.46,0.826,0.538,3.818,1.658,5.666,5.672,Significant,633345.46,0.74031822,196.75,31.37309091,167,1402,40,71.27856867,551,343,-5.21519715,-1.005383001,-0.73579801,0.129732111,-0.865363862,-0.282461908,-0.219907347,0.096130591,0.296671058,-0.000238505,-0.110781702
404,Amegilla (Zonamegilla) pulchra,pulchra,HYM35690,-27.454162,153.02059,31,12,1930,4.706,5.809,3.125,3.125,0.267,0.373,0.725,0.514,3.594,1.739,5.025,4.966,Significant,633345.46,0.613464576,196.75,31.37309091,167,1402,40,71.27856867,551,343,-3.612279545,-1.169220589,-0.149862149,-0.159200497,-0.343416021,0.079694143,0.123810569,0.093127864,0.014961943,-0.037346517,-0.098573954
405,Amegilla (Zonamegilla) pulchra,pulchra,HYM35691,-27.454162,153.02059,31,12,1930,4.685,5.274,3.123,3.035,0.239,0.351,0.753,0.694,3.592,1.632,4.926,4.868,Significant,633345.46,0.588248092,196.75,31.37309091,167,1402,40,71.27856867,551,343,-3.095429032,0.203430846,0.058586025,0.240959212,-0.535328005,-0.346655289,0.509336846,0.179693107,0.1710449,-0.113834294,-0.362073374
406,Amegilla (Zonamegilla) pulchra,pulchra,HYM35701,-27.454162,153.02059,31,12,1930,4.936,6.058,3.196,3.216,0.249,0.391,0.722,0.665,3.661,1.686,5.329,5.318,Significant,633345.46,0.673020051,196.75,31.37309091,167,1402,40,71.27856867,551,343,-3.909472323,-0.170528209,-0.106462912,0.600185151,-0.733297396,-0.115313697,0.409519357,-0.01890073,0.107543076,-0.013524822,-0.006224049
407,Amegilla (Zonamegilla) pulchra,pulchra,HYM35725,-27.454162,153.02059,31,12,1930,4.844,5.811,3.147,3.159,0.261,0.375,0.737,0.587,3.65,1.648,4.892,4.715,Significant,633345.46,0.628069476,196.75,31.37309091,167,1402,40,71.27856867,551,343,-3.47190421,-0.550056088,-0.298027257,-0.131592439,-0.444867271,0.060979726,0.289308301,0.233652797,0.108777083,-0.141106799,-0.047647238
408,Amegilla (Zonamegilla) pulchra,pulchra,HYM35910,-27.454162,153.02059,31,12,1930,4.635,5.512,2.941,2.899,0.24,0.337,0.68,0.663,3.465,1.604,4.846,4.864,Significant,633345.46,0.574487847,196.75,31.37309091,167,1402,40,71.27856867,551,343,-2.712945145,-0.104668126,0.167914745,0.378436582,-0.479813218,-0.037402636,0.405695294,0.082986756,0.093287615,0.001009767,-0.03512076
409,Amegilla (Zonamegilla) pulchra,pulchra,HYM35351,-27.454162,153.02059,11,1,1933,4.096,5.229,2.698,2.756,0.248,0.328,0.66,0.626,3.185,1.487,4.648,4.605,Significant,633345.46,0.502574001,196.0416667,37.06439123,198,1323,23,70.1585606,633,182,-2.03957105,-0.302095607,0.037842878,0.212097463,-0.351442064,0.020319069,-0.008630571,0.090504213,-0.083276109,5.28E-05,0.03050841
410,Amegilla (Zonamegilla) pulchra,pulchra,HYM35352,-27.454162,153.02059,11,1,1933,4.725,5.784,3.062,3.1,0.283,0.375,0.7,0.66,3.495,1.573,5.014,5.051,Significant,633345.46,0.629219981,196.0416667,37.06439123,198,1323,23,70.1585606,633,182,-3.491131869,-0.034972626,-0.219530452,0.309415337,-0.359656761,0.27331142,-0.247919669,0.08142157,0.082076303,0.02792179,-0.025486482
411,Amegilla (Zonamegilla) pulchra,pulchra,HYM35356,-27.454162,153.02059,2,1,1953,4.945,5.914,2.968,2.997,0.237,0.392,0.708,0.567,3.826,1.776,5.383,5.229,Significant,633345.46,0.640125193,197.3333333,37.36717216,220,1251,2,107.9121377,845,93,-3.653019178,-1.040451599,0.00195756,0.630420939,-0.466106336,-0.274967699,0.595710992,0.255961287,-0.043516293,-0.077334205,0.053178907
412,Amegilla (Zonamegilla) pulchra,pulchra,HYM35350,-27.454162,153.02059,10,10,1954,4.958,5.986,3.143,3.145,0.306,0.402,0.749,0.633,3.508,1.711,5.486,5.376,Significant,633345.46,0.68573507,198.625,34.58993411,171,1667,46,87.1671513,773,371,-4.302698784,-0.284277196,-0.223566545,0.359762229,-0.150196302,0.115181849,-0.619287244,-0.078415745,-0.032626728,-0.051567878,-0.035295568
413,Amegilla (Zonamegilla) pulchra,pulchra,HYM35353,-27.454162,153.02059,13,9,1954,4.942,6.006,3.257,3.252,0.294,0.371,0.764,0.609,3.773,1.777,5.396,5.298,Significant,633345.46,0.693496586,198.625,34.58993411,171,1667,46,87.1671513,773,371,-4.408892959,-0.42646032,0.079287986,0.063277509,-0.261045715,0.165534082,-0.191074455,0.142444494,0.051830829,-0.079409786,-0.151027502
414,Amegilla (Zonamegilla) pulchra,pulchra,HYM35343,-27.454162,153.02059,5,10,1955,4.648,5.563,2.289,2.987,0.254,0.358,0.66,0.727,3.576,1.628,4.926,4.868,Significant,633345.46,0.568618115,200.4166667,37.22724883,195,1501,11,88.74716308,765,125,-2.618574989,0.295533015,0.04082467,0.940790825,-0.136738492,0.109835746,0.219360876,0.496192018,-0.786890216,0.077201812,0.233943728
415,Amegilla (Zonamegilla) pulchra,pulchra,HYM35544,-27.454162,153.02059,5,1,1956,4.942,5.973,3.096,3.194,0.278,0.381,0.713,0.623,3.664,1.658,5.302,5.271,Significant,633345.46,0.659026704,195.125,40.79170923,204,1688,11,95.05299924,923,169,-3.920031344,-0.40109277,-0.087483366,0.391316661,-0.466939015,0.185666175,-0.106040463,0.139026324,0.004797113,-0.004399477,-0.018427573
416,Amegilla (Zonamegilla) pulchra,pulchra,HYM35546,-27.454162,153.02059,5,1,1956,5.143,6.262,3.305,3.386,0.268,0.401,0.802,0.603,3.804,1.735,5.453,5.495,Significant,633345.46,0.709703893,195.125,40.79170923,204,1688,11,95.05299924,923,169,-4.611190435,-0.523716276,-0.159840408,0.180315454,-0.716171085,-0.230494067,0.155161499,0.141509079,0.041105158,0.039929742,-0.044676513
417,Amegilla (Zonamegilla) pulchra,pulchra,HYM35385,-17.08,145.77,4,10,1958,4.47,5.472,2.936,2.794,0.251,0.361,0.659,0.601,3.315,1.62,5.015,4.956,Significant,633345.46,0.561927601,246.2916667,22.37600867,123,2179,1,106.6202784,1451,119,-2.76403164,-0.641240404,-0.010543139,0.451784706,-0.338360858,-0.028606889,0.068333888,-0.110855535,0.101952242,-0.035922504,-0.032534111
