sample_id,scientificName,species,catalogNumber,verbatimLatitude,verbatimLongitude,Day,Month,year,ITD,Head_width,Eye_top,Eye_bottom,Rear_Ocelli_size,Front_Ocelli_Size,Ocelli_distance,Head_Length,Eye_Length,Eye_width,L_Wing_length,R_Wing_length,significance_corrected,Area,Body_Shape_checked,Bio1,Bio4,Bio7,Bio12,Bio14,Bio15,Bio16,Bio19,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11
223,Hyleoides concinna,concinna,HYM38352,-33.88,151.22,12,12,1923,2.464,3.09,1.65,1.076,0.173,0.19,0.465,0.697,2.247,1.125,4.139,4.102,Significant,441957.55,0.145013385,177.3333333,37.2487882,165,931,13,60.56573014,406,406,2.26831036,-0.091578123,1.305466412,1.325872728,0.155278944,-0.762371439,-0.169545638,-0.031266673,0.069917412,0.02632473,0.013534529
224,Hyleoides concinna,concinna,HYM38377,-33.88,151.22,9,12,1923,2.38,2.956,1.5,1.037,0.174,0.191,0.385,0.657,2.134,1.009,3.782,3.732,Significant,441957.55,0.088939047,177.3333333,37.2487882,165,931,13,60.56573014,406,406,2.9343129,-0.367526548,1.00834493,1.24751657,0.184206127,-0.335490271,-0.230299379,0.033338727,0.038103295,0.029853892,0.088676846
225,Hyleoides concinna,concinna,HYM38431,-37.85,144.97,1,2,1925,2.67,3.348,1.81,1.275,0.167,0.179,0.46,0.787,2.443,1.187,4.147,4.125,Significant,441957.55,0.203751982,138.4583333,33.43430021,158,538,10,41.50077167,165,132,1.922315873,0.580604656,1.467218837,1.453545279,0.009974899,-0.576980418,0.256951501,-0.043398047,0.149776939,-0.002109088,0.005782746
226,Hyleoides concinna,concinna,HYM38337,-37.82,144.97,3,2,1929,2.232,2.955,1.548,1.029,0.139,0.181,0.349,0.672,2.098,1.089,3.66,3.713,Significant,441957.55,0.072915902,136.7083333,38.24834328,192,738,33,38.57460304,253,136,3.239783018,-0.376516344,1.152578518,1.408438036,-0.019961182,-0.439588489,0.446853558,-0.196254403,0.092970446,0.07467492,0.063165037
227,Hyleoides concinna,concinna,HYM38419,-37.98,145.08,10,2,1930,2.393,2.999,1.616,1.065,0.176,0.191,0.449,0.617,2.192,1.04,3.994,3.902,Significant,441957.55,0.106789206,144.0833333,34.05438869,177,772,4,53.99371946,280,162,2.541128295,-0.631872382,1.113912965,1.035713263,0.107661404,-0.633700416,-0.332790866,0.071798049,0.089991382,-0.001144018,0.021506775
228,Hyleoides concinna,concinna,HYM38424,-37.98,145.08,10,2,1930,2.49,3.03,1.617,1.154,0.171,0.198,0.443,0.526,2.228,1.075,3.825,3.772,Significant,441957.55,0.085499598,144.0833333,34.05438869,177,772,4,53.99371946,280,162,2.579026036,-1.296868076,0.940402333,0.711933786,0.071194521,-0.551796855,-0.176368416,0.130318982,0.015701008,0.033966471,-0.000371787
229,Hyleoides concinna,concinna,HYM38397,-37.87,145.28,29,12,1931,2.676,3.133,1.714,1.224,0.209,0.222,0.419,0.627,2.317,1.111,4.231,4.222,Significant,441957.55,0.153749751,131.1666667,31.18715904,160,1135,18,53.67608382,469,313,1.823743833,-0.615096957,0.952640852,1.29629378,0.310686383,-0.219660484,-0.705175194,0.011769519,0.067091783,0.046045499,-0.107703305
230,Hyleoides concinna,concinna,HYM38422,-37.87,145.28,17,12,1931,3.215,3.764,1.987,1.469,0.221,0.232,0.544,0.868,2.66,1.252,3.795,4.746,Significant,441957.55,0.295926365,131.1666667,31.18715904,160,1135,18,53.67608382,469,313,0.684873919,1.350380845,1.006545673,1.381128581,0.474314011,-0.417281043,-0.26062712,0.072898821,0.229897569,0.671337741,-0.035017966
231,Hyleoides concinna,concinna,HYM38423,-37.87,145.28,29,12,1931,2.31,2.853,1.618,1.05,0.145,0.177,0.434,0.667,2.402,1.146,3.578,3.514,Significant,441957.55,0.096751574,131.1666667,31.18715904,160,1135,18,53.67608382,469,313,2.929438549,-0.283679674,1.172748192,1.00014713,0.201784255,-0.657435136,0.571829502,0.21504857,0.141883446,-0.039888308,-0.066243468
232,Hyleoides concinna,concinna,HYM38428,-37.87,145.28,24,12,1931,2.187,2.79,1.531,0.999,0.174,0.209,0.424,0.642,2.039,1.023,3.577,3.528,Significant,441957.55,0.070759727,131.1666667,31.18715904,160,1135,18,53.67608382,469,313,3.026742695,-0.401656048,0.713471108,0.981998884,0.33258893,-0.548138172,-0.218191147,-0.008943368,0.052675892,0.012822512,0.006107708
233,Hyleoides concinna,concinna,HYM38378,-33.58,150.25,5,1,1931,2.598,3.193,1.704,1.166,0.206,0.222,0.423,0.701,2.356,1.12,4.229,4.215,Significant,441957.55,0.177829398,109.1666667,42.71969361,224,1296,20,55.52922344,590,233,1.818787912,-0.081704653,1.006353403,1.514894494,0.381629143,-0.281864249,-0.577357242,0.011434172,0.112775866,0.035153188,-0.031845043
234,Hyleoides concinna,concinna,HYM38379,-33.58,150.25,5,1,1931,2.426,3.012,1.718,1.043,0.184,0.205,0.384,0.64,2.217,1.132,3.913,3.797,Significant,441957.55,0.12490843,109.1666667,42.71969361,224,1296,20,55.52922344,590,233,2.489517493,-0.538326074,0.982190284,1.214013184,0.371965978,-0.25003624,-0.203291289,-0.122263278,0.225637044,-0.060977962,-0.041131311
235,Hyleoides concinna,concinna,HYM38353,-33.5,150.38,4,1,1931,2.303,2.915,1.567,1.011,0.211,0.236,0.412,0.632,2.101,1.153,3.87,3.841,Significant,441957.55,0.116619539,117.875,42.32863737,224,1255,17,58.25804202,586,202,2.338160093,-0.546170356,0.657000296,1.181750415,0.761023271,-0.283667784,-0.7022805,-0.122982546,-0.019298527,0.036217992,-0.048281156
236,Hyleoides concinna,concinna,HYM38362,-33.5,150.38,4,1,1931,2.379,3.016,1.485,1.09,0.169,0.194,0.419,0.642,2.296,1.141,4.061,3.976,Significant,441957.55,0.111958132,117.875,42.32863737,224,1255,17,58.25804202,586,202,2.516831793,-0.565632295,1.218260352,1.353490518,0.212380555,-0.566751131,-0.072106974,0.093311942,-0.120331526,0.017031705,0.026800273
237,Hyleoides concinna,concinna,HYM38421,-35.73,143.92,1,11,1949,2.36,2.916,1.596,1.049,0.161,0.182,0.409,0.608,2.184,1.014,3.906,3.804,Significant,441957.55,0.081242582,150.4166667,47.56304296,251,398,2,80.197555,127,61,2.870253613,-0.747371978,1.152098268,1.103828042,-0.0280308,-0.550899045,-0.096870971,0.062938219,0.132499605,-0.019320723,0.003659345
238,Hyleoides concinna,concinna,HYM38441,-35.73,143.92,1,11,1949,2.626,3.186,1.761,1.196,0.205,0.213,0.439,0.679,2.358,1.109,4.015,3.925,Significant,441957.55,0.172220201,150.4166667,47.56304296,251,398,2,80.197555,127,61,1.946623771,-0.139946698,0.926458655,1.135822562,0.393634667,-0.239197376,-0.473464485,0.07112645,0.170263915,-0.03340894,-0.028387079
239,Hyleoides concinna,concinna,HYM38335,-37.88,145.08,2,1,1949,2.178,2.77,1.42,0.994,0.183,0.206,0.316,0.622,2.101,0.998,3.787,3.655,Significant,441957.55,0.057596869,131.75,30.74051344,159,920,25,59.36570296,309,150,3.133826185,-0.708182397,0.824411316,1.424650393,0.33914377,-0.014958898,-0.399367305,0.013127883,0.000677004,-0.030030066,0.007322094
240,Hyleoides concinna,concinna,HYM38356,-37.88,145.08,3,1,1949,2.414,3.081,1.666,1.209,0.181,0.224,0.449,0.637,2.336,1.129,4.106,4.02,Significant,441957.55,0.139309752,131.75,30.74051344,159,920,25,59.36570296,309,150,2.081400332,-0.549648081,0.898724961,1.24441446,0.18506334,-0.577119676,-0.212417792,0.071915542,0.008386084,-0.010338885,-0.072960994
241,Hyleoides concinna,concinna,HYM38359,-37.88,145.08,27,12,1949,2.499,3.087,1.581,1.179,0.191,0.199,0.399,0.643,2.264,1.118,3.857,3.784,Significant,441957.55,0.124441501,131.75,30.74051344,159,920,25,59.36570296,309,150,2.432674794,-0.448922533,0.984877374,1.111758047,0.356311163,-0.160341151,-0.286586906,0.04968426,-0.038162351,0.005954969,0.015873833
242,Hyleoides concinna,concinna,HYM38368,-37.88,145.08,2,1,1949,1.952,2.777,1.37,0.999,0.141,0.164,0.365,0.605,2.053,1.06,3.451,3.401,Significant,441957.55,0.024052914,131.75,30.74051344,159,920,25,59.36570296,309,150,3.630052128,-0.769675189,1.134532972,0.982328487,0.091979022,-0.443232813,0.344685992,0.012519113,-0.114647754,0.033534983,0.085962894
243,Hyleoides concinna,concinna,HYM38369,-37.88,145.08,2,1,1949,2.388,2.986,1.578,1.01,0.168,0.194,0.418,0.636,2.203,1.075,3.806,3.753,Significant,441957.55,0.101181767,131.75,30.74051344,159,920,25,59.36570296,309,150,2.768134963,-0.531616986,1.044047372,1.125286166,0.221153523,-0.542533855,-0.06876902,0.041647447,0.10431744,0.015587893,0.060432882
244,Hyleoides concinna,concinna,HYM38370,-37.88,145.08,7,1,1949,2.735,3.279,1.816,1.194,0.184,0.213,0.437,0.647,2.349,1.158,4.32,4.258,Significant,441957.55,0.175613385,131.75,30.74051344,159,920,25,59.36570296,309,150,1.803412742,-0.527787965,1.147934417,1.365444851,0.101100141,-0.505907367,-0.260291177,-0.095204867,0.19173633,-0.004586691,-0.036488719
245,Hyleoides concinna,concinna,HYM38358,-37.97,145.12,27,12,1949,2.368,2.923,1.549,1.057,0.169,0.196,0.394,0.634,2.19,1.065,3.896,3.849,Significant,441957.55,0.090682949,131.75,29.69041652,152,957,26,61.95484028,330,147,2.768596788,-0.590474094,1.057301914,1.27414643,0.155191733,-0.446928027,-0.132130536,0.013401987,0.042608516,0.02179964,-0.006396397
246,Hyleoides concinna,concinna,HYM38405,-35.73,143.92,10,4,1950,2.419,3.083,1.656,1.159,0.184,0.208,0.461,0.662,2.264,1.13,4.091,4.113,Significant,441957.55,0.14019595,160.8333333,48.91034883,250,480,0,64.07566665,207,86,2.115860935,-0.333847053,1.080540725,1.233441036,0.219306601,-0.629330692,-0.312395337,0.000555144,0.012299649,0.070271348,-0.049685968
247,Hyleoides concinna,concinna,HYM38439,-35.73,143.92,1,11,1950,2.435,3.029,1.662,1.104,0.172,0.197,0.444,0.657,2.36,1.082,4.097,4.06,Significant,441957.55,0.13083834,160.8333333,48.91034883,250,480,0,64.07566665,207,86,2.305148363,-0.405654009,1.187899104,1.299309348,0.089918602,-0.636272797,-0.143602113,0.136863915,0.138057113,0.016452852,-0.047155166
248,Hyleoides concinna,concinna,HYM38331,-16.92,145.77,16,1,1950,2.364,2.814,1.515,0.993,0.185,0.195,0.405,0.68,2.084,0.97,3.682,3.64,Significant,441957.55,0.08389397,242.9166667,22.66222383,112,2524,8,82.40966439,1173,167,2.976549046,-0.114255076,0.888106631,1.150694284,0.324310148,-0.359794188,-0.434144408,0.060760027,0.094353133,0.019879808,0.02611765
249,Hyleoides concinna,concinna,HYM38334,-16.92,145.77,16,1,1950,1.937,2.491,1.324,0.886,0.127,0.165,0.36,0.569,1.864,0.898,3.257,3.196,Significant,441957.55,-0.038622253,242.9166667,22.66222383,112,2524,8,82.40966439,1173,167,4.244714661,-0.990649119,0.923400072,0.848805976,-0.111930725,-0.619005081,0.280942965,0.034389075,-0.003241718,0.02231344,0.05814879
250,Hyleoides concinna,concinna,HYM38409,-35.73,143.92,11,4,1951,2.374,3.039,1.568,1.039,0.173,0.201,0.426,0.64,2.247,1.11,3.762,3.684,Significant,441957.55,0.113272054,160.4583333,55.78024528,274,401,1,78.64256192,201,168,2.663486163,-0.482782493,0.960587097,1.071143984,0.336110663,-0.502344348,-0.046586559,0.079481114,0.050998493,0.000392069,0.081913887
251,Hyleoides concinna,concinna,HYM38410,-35.73,143.92,10,4,1951,2.286,2.862,1.528,1.023,0.172,0.198,0.4,0.63,2.138,1.028,3.725,3.669,Significant,441957.55,0.077697072,160.4583333,55.78024528,274,401,1,78.64256192,201,168,2.943484407,-0.554644005,0.913132757,1.114673065,0.23081456,-0.433143364,-0.18722907,0.05011913,0.060357624,0.014025139,0.015599049
252,Hyleoides concinna,concinna,HYM38338,-28.081174,153.441418,26,9,1954,2.256,2.888,1.584,1.066,0.171,0.216,0.352,0.612,2.214,1.076,3.762,3.585,Significant,441957.55,0.085098303,200.625,31.14089286,141,2296,61,87.76832616,1032,526,2.874767432,-0.776570633,0.749368523,1.249372013,0.274357317,-0.198020651,-0.023275813,-0.000127514,0.109002813,-0.091408964,-0.030317967
253,Hyleoides concinna,concinna,HYM38384,-28.081174,153.441418,15,10,1956,2.097,2.61,1.405,0.914,0.179,0.199,0.377,0.59,1.913,0.934,3.389,3.339,Significant,441957.55,0.017734982,196.625,37.05520937,163,2120,21,99.43201516,1179,234,3.530334717,-0.760834707,0.634862849,0.853781505,0.382978254,-0.306148486,-0.444100347,0.035166993,0.023735014,0.02866271,0.026557165
254,Hyleoides concinna,concinna,HYM38420,-37.67,144.57,12,1,1957,2.326,3.007,1.556,1.129,0.169,0.196,0.425,0.677,2.167,1.031,3.991,3.92,Significant,441957.55,0.108542513,134.4583333,32.83002839,188,517,4,42.32167584,171,171,2.627291829,-0.229616662,1.077599514,1.32268381,0.02123861,-0.578300404,-0.182179957,0.008297225,-0.007758619,0.014660913,0.034082696
255,Hyleoides concinna,concinna,HYM38374,-27.38,152.78,23,11,1957,2.501,3.019,1.613,1.053,0.2,0.216,0.409,0.617,2.252,1.119,3.861,3.931,Significant,441957.55,0.121087545,173.2916667,40.93361411,236,816,6,72.50964731,412,206,2.327629364,-0.664475745,0.872572966,1.137220475,0.523563604,-0.258789813,-0.507552008,0.040221063,0.085389415,0.101824132,-0.024192804
256,Hyleoides concinna,concinna,HYM38329,-28.08,153.44,18,9,1960,2.238,2.768,1.455,0.985,0.156,0.196,0.39,0.61,2.13,1.04,3.424,3.452,Significant,441957.55,0.045697328,194.6666667,34.22129779,163,1056,8,57.27398821,462,161,3.324865555,-0.700751113,0.816873367,0.983643879,0.250801539,-0.478615694,0.142483479,0.102138225,0.020874805,0.069968537,0.027693638
257,Hyleoides concinna,concinna,HYM38330,-28.08,153.44,16,9,1960,2.208,2.735,1.48,1.029,0.151,0.18,0.408,0.617,2.004,0.992,3.66,3.622,Significant,441957.55,0.038781183,194.6666667,34.22129779,163,1056,8,57.27398821,462,161,3.311635107,-0.640604832,1.033541852,1.020146728,-0.027612368,-0.649121599,0.002147115,-0.022327656,-0.010075052,0.032924799,-0.009710478
258,Hyleoides concinna,concinna,HYM38332,-28.08,153.44,16,9,1960,2.383,2.878,1.437,1.079,0.195,0.221,0.36,0.688,2.246,1.084,3.832,3.657,Significant,441957.55,0.108402227,194.6666667,34.22129779,163,1056,8,57.27398821,462,161,2.685928063,-0.177123632,0.751689359,1.474145246,0.56580713,-0.068019563,-0.361133133,0.100486308,-0.099401768,-0.067328777,-0.000869292
259,Hyleoides concinna,concinna,HYM38333,-28.08,153.44,16,9,1960,2.4,2.974,1.607,1.013,0.189,0.195,0.378,0.617,2.281,1.09,3.796,3.777,Significant,441957.55,0.106642302,194.6666667,34.22129779,163,1056,8,57.27398821,462,161,2.631853426,-0.678185541,1.024479543,1.130726819,0.430861528,-0.149895884,-0.312615549,0.08770692,0.166082359,0.027234893,-0.002270149
260,Hyleoides concinna,concinna,HYM38336,-28.08,153.44,18,9,1960,2.549,3.075,1.605,1.154,0.187,0.226,0.459,0.688,2.191,1.136,3.871,3.936,Significant,441957.55,0.138770438,194.6666667,34.22129779,163,1056,8,57.27398821,462,161,2.236496292,-0.106134059,0.79595928,1.217027532,0.381131346,-0.59311292,-0.273878355,-0.048455284,-0.052427951,0.101745111,-0.003127931
261,Hyleoides concinna,concinna,HYM38339,-28.08,153.44,18,9,1960,2.139,2.832,1.472,1.022,0.178,0.191,0.399,0.626,2.156,1.017,3.765,3.702,Significant,441957.55,0.072275386,194.6666667,34.22129779,163,1056,8,57.27398821,462,161,2.942281494,-0.573562137,0.991742613,1.115459027,0.267720309,-0.379849326,-0.318839188,0.12303307,-0.003964936,0.020931421,0.013692217
262,Hyleoides concinna,concinna,HYM38341,-28.08,153.44,20,9,1960,2.48,3.038,1.646,1.118,0.177,0.219,0.455,0.572,2.236,1.117,3.95,3.864,Significant,441957.55,0.11177818,194.6666667,34.22129779,163,1056,8,57.27398821,462,161,2.344008565,-0.995941962,0.841885702,0.944738094,0.220022064,-0.652134,-0.229331575,0.051144953,0.035858235,0.001102246,-0.019620238
263,Hyleoides concinna,concinna,HYM38342,-28.08,153.44,16,9,1960,2.473,3.063,1.564,1.144,0.177,0.211,0.362,0.657,2.278,1.1,4.004,3.936,Significant,441957.55,0.119158576,194.6666667,34.22129779,163,1056,8,57.27398821,462,161,2.508140935,-0.483227263,0.979465011,1.515658726,0.198665497,-0.206682296,-0.131259499,-0.008642819,0.008106767,0.00663303,0.008039752
264,Hyleoides concinna,concinna,HYM38349,-28.08,153.44,18,9,1960,2.333,2.949,1.54,1.066,0.175,0.195,0.388,0.635,2.298,1.09,3.945,3.89,Significant,441957.55,0.101913603,194.6666667,34.22129779,163,1056,8,57.27398821,462,161,2.634904357,-0.599929712,1.115413172,1.323903569,0.240257604,-0.347507406,-0.155125664,0.109603562,0.032989728,0.015434362,-0.017806398
265,Hyleoides concinna,concinna,HYM38381,-28.08,153.44,3,10,1961,2.721,3.131,1.662,1.214,0.205,0.213,0.409,0.632,2.41,1.102,3.955,3.897,Significant,441957.55,0.148167153,194.625,32.00333641,156,1853,64,58.84583533,771,249,2.082178149,-0.521181406,0.890523274,1.12038492,0.406866582,-0.079297376,-0.475577936,0.194390743,0.068728955,0.005084463,-0.040097019
266,Hyleoides concinna,concinna,HYM38364,-28.08,153.44,2,10,1963,2.351,2.935,1.46,1.008,0.171,0.202,0.397,0.655,2.199,1.097,3.665,3.646,Significant,441957.55,0.091666609,197.5416667,31.84497497,166,2108,6,96.93725606,1132,174,2.908872947,-0.400784919,0.91828427,1.213234393,0.391889397,-0.417939636,-0.028088025,0.072164009,-0.036229249,0.048598285,0.079622437
267,Hylaeus (Euprosopis) elegans,elegans,HYM39643,-37,142.45,1,1,1940,1.817,2.354,1.34,1.242,0.179,0.211,0.276,0.407,1.707,0.774,2.24,2.173,Non-significant,1706426,-0.109615184,105.7916667,42.90758399,235,526,9,63.09964069,194,137,4.630037562,-1.848191504,-0.405479621,-0.303691405,0.281627981,0.624709037,-0.232450111,0.169952204,-0.125762212,-0.000867915,-0.068316902
268,Hylaeus (Euprosopis) elegans,elegans,HYM40080,-37.13,142.52,15,11,1945,1.618,2.277,1.264,1.2,0.169,0.186,0.246,0.398,1.535,0.596,2.148,2.115,Non-significant,1706426,-0.155807684,128.7083333,38.09552595,228,503,5,58.82790179,203,203,5.180012638,-1.874584429,-0.313781161,-0.327764101,-0.054120044,0.680103177,-0.360505022,0.174385465,-0.073200366,0.042537628,0.020213426
269,Hylaeus (Euprosopis) elegans,elegans,HYM39628,-35.73,143.92,1,12,1946,2.013,2.625,1.461,1.339,0.208,0.182,0.254,0.532,1.787,0.739,2.253,2.274,Non-significant,1706426,-0.043586869,152.0416667,49.08388158,262,370,6,73.90363463,171,92,4.29437284,-0.81657664,-0.125829496,-0.172744756,0.363585185,1.144298412,-0.507436889,0.148377064,0.026244247,0.038592523,0.010102988
270,Hylaeus (Euprosopis) elegans,elegans,HYM40037,-35.73,143.92,14,12,1946,1.997,2.558,1.321,1.284,0.17,0.195,0.316,0.451,1.713,0.748,2.392,2.296,Non-significant,1706426,-0.082140604,152.0416667,49.08388158,262,370,6,73.90363463,171,92,4.516346748,-1.497864979,-0.170019656,-0.247709374,0.053790781,0.390774924,-0.159824917,0.192600077,-0.187044799,0.005847342,0.081145555
271,Hylaeus (Euprosopis) elegans,elegans,HYM39649,-37.85,143.62,4,5,1947,1.946,2.578,1.529,1.355,0.177,0.18,0.307,0.431,1.799,0.75,2.401,2.283,Non-significant,1706426,-0.069198435,131.7083333,36.95180326,195,687,8,52.12369343,221,169,4.329335964,-1.599863878,-0.057404571,-0.458950374,-0.014001111,0.614692896,-0.17637144,0.185510248,0.044164684,-0.05385458,-0.044366166
272,Hylaeus (Euprosopis) elegans,elegans,HYM40218,-35.87,143.8,24,10,1948,1.696,2.233,1.343,1.154,0.162,0.161,0.29,0.447,1.559,0.703,2.022,2,Non-significant,1706426,-0.138905671,153.2916667,48.94191214,251,291,0,75.57899893,116,65,5.175594619,-1.445575617,-0.045972304,-0.527269673,0.099495437,0.485489751,-0.063383031,0.112370444,-0.022971239,0.016129361,-0.035384891
273,Hylaeus (Euprosopis) elegans,elegans,HYM40187,-31.92,116.1,11,12,1949,1.926,2.436,1.358,1.311,0.166,0.181,0.267,0.505,1.576,0.721,2.277,2.236,Non-significant,1706426,-0.099556016,174.4166667,39.69510535,208,834,0,107.6060504,571,483,4.808957273,-1.099676377,-0.109322331,-0.105916965,-0.029266764,0.614351436,-0.079512725,-0.023478589,-0.127925786,0.012993187,-0.005992279
274,Hylaeus (Euprosopis) elegans,elegans,HYM40193,-28.07,145.68,3,11,1949,1.851,2.297,1.346,1.113,0.178,0.177,0.287,0.532,1.577,0.746,2.009,2.06,Non-significant,1706426,-0.1009677,199.9166667,63.92438024,320,508,0,101.0843575,286,15,4.957815362,-0.820685446,-0.139132263,-0.262339604,0.394837954,0.586752487,-0.176024339,0.043069601,-0.004392325,0.056585284,-0.004875015
275,Hylaeus (Euprosopis) elegans,elegans,HYM39652,-33.33,115.63,19,2,1952,2.168,2.568,1.391,1.357,0.162,0.162,0.647,0.587,1.723,0.838,2.444,2.411,Non-significant,1706426,-0.015860158,163.2916667,32.04583848,171,922,4,98.1431445,578,355,3.814066563,-0.0872501,0.27598841,-1.027514946,0.044040881,-1.154323997,-0.07687946,0.410557537,-0.43309434,0.060334309,0.045449553
276,Hylaeus (Euprosopis) elegans,elegans,HYM39655,-33.58,115.82,1,1,1956,2.088,2.511,1.346,1.296,0.169,0.205,0.288,0.515,1.765,0.742,2.359,2.368,Non-significant,1706426,-0.072262279,156.8333333,41.02759911,214,957,1,106.1555387,669,457,4.499478258,-1.072334347,-0.231605287,0.068893525,0.069292098,0.498749151,-0.053246719,0.168259119,-0.113012685,0.052197504,0.013275199
277,Hylaeus (Euprosopis) elegans,elegans,HYM40057,-36.05,142.68,1,1,1956,1.988,2.397,1.357,1.223,0.168,0.166,0.298,0.493,1.725,0.732,2.218,2.249,Non-significant,1706426,-0.096000513,147.5,52.11805509,270,603,2,69.93665869,276,152,4.76759156,-1.149086173,0.066576621,-0.26177454,0.091334616,0.510660505,-0.073133984,0.203686917,-0.046720011,0.05799771,-0.015407386
278,Hylaeus (Euprosopis) elegans,elegans,HYM40086,-36.98,147.13,1,2,1957,2.022,2.493,1.428,1.31,0.151,0.156,0.322,0.515,1.591,0.81,2.351,2.281,Non-significant,1706426,-0.083479805,42.66666667,41.50920246,224,1317,3,51.41196057,483,483,4.703286205,-1.002973024,0.235705579,-0.28370668,-0.113074956,0.27223562,0.205314524,-0.090266269,-0.135380639,-0.014497586,-0.012597011
279,Hylaeus (Euprosopis) elegans,elegans,HYM40103,-33.57,115.85,25,2,1958,2.117,2.498,1.452,1.246,0.172,0.202,0.308,0.49,1.683,0.765,2.264,2.266,Non-significant,1706426,-0.072577809,162.1666667,39.67699445,201,935,4,120.2872518,647,485,4.503856405,-1.198079686,-0.264654443,-0.209624489,0.151658963,0.438844796,-0.091662034,0.053506763,0.009607332,0.029892108,-0.007932337
280,Hylaeus (Euprosopis) elegans,elegans,HYM40104,-33.57,115.85,25,2,1958,2.163,2.614,1.462,1.479,0.187,0.191,0.326,0.535,1.761,0.798,2.45,2.382,Non-significant,1706426,-0.039045008,162.1666667,39.67699445,201,935,4,120.2872518,647,485,4.082917353,-0.803720594,-0.104904424,-0.205005482,0.098689804,0.610534844,-0.230353942,0.090292426,-0.190704273,-0.01229408,-0.066015069
281,Hylaeus (Euprosopis) elegans,elegans,HYM40106,-33.57,115.85,25,2,1958,2.162,2.577,1.431,1.301,0.2,0.181,0.27,0.457,1.843,0.743,2.464,2.448,Non-significant,1706426,-0.059249114,162.1666667,39.67699445,201,935,4,120.2872518,647,485,4.229334522,-1.439754833,-5.71E-05,-0.197697119,0.236734486,0.921843477,-0.54159673,0.249442506,-0.004722496,0.033275391,-0.022890049
282,Hylaeus (Euprosopis) elegans,elegans,HYM40110,-33.57,115.85,25,2,1958,2.147,2.556,1.378,1.38,0.183,0.196,0.303,0.417,1.774,0.718,2.375,2.37,Non-significant,1706426,-0.08436211,162.1666667,39.67699445,201,935,4,120.2872518,647,485,4.353102332,-1.715967372,-0.226581855,-0.363380041,0.023028965,0.629780907,-0.357745396,0.271028732,-0.147380128,0.06177901,-0.010563126
283,Hylaeus (Euprosopis) elegans,elegans,HYM40113,-33.57,115.85,25,2,1958,2.2,2.62,1.478,1.416,0.184,0.174,0.312,0.531,1.834,0.792,2.481,2.449,Non-significant,1706426,-0.038601392,162.1666667,39.67699445,201,935,4,120.2872518,647,485,4.133845494,-0.862536584,0.111854384,-0.160029405,0.072140102,0.657683855,-0.187676604,0.153015475,-0.086934713,0.006731238,-0.056388892
284,Hylaeus (Euprosopis) elegans,elegans,HYM40150,-33.57,115.85,25,2,1958,2.111,2.6,1.444,1.324,0.183,0.204,0.287,0.481,1.743,0.73,2.485,2.522,Non-significant,1706426,-0.060870151,162.1666667,39.67699445,201,935,4,120.2872518,647,485,4.249903405,-1.308342911,-0.194096512,-0.023311368,0.044312384,0.619374622,-0.344341681,0.10105162,-0.023209382,0.072828303,-0.005165656
285,Hylaeus (Euprosopis) elegans,elegans,K.224415,-19.83445,146.70638,17,4,2005,1.927,2.435,1.237,1.309,0.165,1.161,0.29,0.523,1.627,0.687,2.182,2.201,Non-significant,1706426,0.026326545,247.9166667,35.25492479,196,505,2,156.4292345,311,97,2.215324118,-2.152493497,-9.528714047,3.878141249,1.432069471,-1.576295818,0.292867736,-0.362890096,-0.2395184,0.055750819,-0.030894395
286,Hylaeus (Euprosopis) elegans,elegans,K.224523,-32.58223,151.03305,6,4,2005,1.926,2.36,1.323,1.323,0.155,0.153,0.261,0.494,1.607,0.787,2.287,2.224,Non-significant,1706426,-0.114199577,183.5,44.03171206,242,622,4,57.92660568,259,97,4.942684666,-1.204603935,0.209433763,-0.170471974,-0.065911901,0.602012001,0.146591089,-0.024963853,-0.218154393,-0.005984241,-0.067572444
287,Hylaeus (Euprosopis) elegans,elegans,K.224529,-31.9625,147.89388,12,4,2005,2.012,2.346,1.382,1.304,0.133,0.154,0.279,0.505,1.581,0.757,2.416,2.1,Non-significant,1706426,-0.111233489,188.4166667,57.988804,277,471,1,72.27867517,163,138,5.068869278,-1.150802072,0.213816548,-0.125093493,-0.316859514,0.306508919,0.425200025,-0.069049311,-0.131915663,-0.1954243,-0.041300011
288,Hylaeus (Euprosopis) elegans,elegans,K.224283,-28.7394,151.8783,25,4,2005,1.883,2.307,1.294,1.211,0.158,0.172,0.248,0.492,1.585,0.739,2.166,2.096,Non-significant,1706426,-0.122306445,163.5,44.25070621,240,557,4,66.31483643,229,140,5.107675203,-1.224668057,-0.048623019,-0.117673966,0.066140252,0.618857431,0.074428651,0.019414898,-0.123025649,-0.012828588,-0.012862575
289,Hylaeus (Euprosopis) elegans,elegans,K.224487,-28.7394,151.8783,25,4,2005,1.743,2.286,1.245,1.305,0.169,1.098,0.274,0.506,1.622,0.798,2.302,2.187,Non-significant,1706426,0.011644161,163.5,44.25070621,240,557,4,66.31483643,229,140,2.313528125,-2.257663197,-8.843568479,3.654472987,1.527041992,-1.375030802,0.286118212,-0.445483062,-0.32098754,-0.053654353,-0.175051795
